3187	XK8 Coupe/Convertible up to (V) 042775
3183	XK8 Coupe/Convertible - Canada/USA up to (V) 042775
3178	XK8 Coupe/Convertible From (V) A00083 To (V) A30644
3173	XK8 Coupe/Convertible From (V) A30645
7420	XK Range (FROM (V) B00379)
