"Model","Category","CataloguePath","ImageRef","SourceFile"
"M3187","C8450","XK8 Coupe/Convertible up to (V) 042775/INTERIOR TRIM AND LININGS/FLOOR COVERINGS/CARPETS","tv6235","drilldown\pl_id_3187\L0\cat_M3187_C8450_L0.xml"
