"Model","Category","Item","PartNumber","ApplicationId","Scope","RuleIndex","RawRule","SourceFile"
"M3187","C8450","I1","GJA9460BHHDX","139744","TOP","6","[A23,154,0,0][A155,2901,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BHHDX","139744","TOP","7","[A23,154,0,0][A155,2901,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BHHDX","139744","TOP","8","[A23,154,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BHHDX","139744","TOP","9","[A23,157,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BHHDX","139744","TOP","10","[A23,154,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BHHDX","139744","TOP","11","[A23,154,0,0][A155,2908,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BHHDX","139744","TOP","12","[A23,154,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BHHDX","139744","TOP","13","[A23,157,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BHHDX","139744","APPLICATION","1","[A23,154,0,0][A155,2908,0,0]","Itm_M3187_C8450_I1_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","CATEGORY","1","[A37,615,0,0,1]","pl_id_3187_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","1","[A155,2932,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","2","[A155,2932,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","3","[A155,2924,0,0][A23,154,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","4","[A155,2924,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","5","[A155,2924,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","6","[A23,154,0,0][A155,2901,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","7","[A23,154,0,0][A155,2901,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","8","[A23,154,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","9","[A23,157,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","10","[A23,154,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","11","[A23,154,0,0][A155,2908,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","12","[A23,154,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","TOP","13","[A23,157,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460BJHDX","142200","APPLICATION","1","[A23,154,0,0][A155,2908,0,0]","Itm_M3187_C8450_I1_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","CATEGORY","1","[A37,615,0,0,1]","pl_id_3187_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","1","[A155,2932,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","2","[A155,2932,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","3","[A155,2924,0,0][A23,154,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","4","[A155,2924,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","5","[A155,2924,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","6","[A23,154,0,0][A155,2901,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","7","[A23,154,0,0][A155,2901,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","8","[A23,154,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","9","[A23,157,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","10","[A23,154,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","11","[A23,154,0,0][A155,2908,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","12","[A23,154,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","TOP","13","[A23,157,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460BBHDX","158290","APPLICATION","1","[A23,154,0,0][A155,2908,0,0]","Itm_M3187_C8450_I1_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","CATEGORY","1","[A37,615,0,0,1]","pl_id_3187_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","1","[A155,2932,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","2","[A155,2932,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","3","[A155,2924,0,0][A23,154,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","4","[A155,2924,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","5","[A155,2924,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","6","[A23,154,0,0][A155,2901,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","7","[A23,154,0,0][A155,2901,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","8","[A23,154,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","9","[A23,157,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","10","[A23,154,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","11","[A23,154,0,0][A155,2908,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","12","[A23,154,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","TOP","13","[A23,157,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460AAHDX","156393","APPLICATION","1","[A23,157,0,0][A155,2908,0,0]","Itm_M3187_C8450_I1_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","CATEGORY","1","[A37,615,0,0,1]","pl_id_3187_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","1","[A155,2932,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","2","[A155,2932,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","3","[A155,2924,0,0][A23,154,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","4","[A155,2924,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","5","[A155,2924,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","6","[A23,154,0,0][A155,2901,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","7","[A23,154,0,0][A155,2901,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","8","[A23,154,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","9","[A23,157,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","10","[A23,154,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","11","[A23,154,0,0][A155,2908,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","12","[A23,154,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","TOP","13","[A23,157,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460ALHDX","150088","APPLICATION","1","[A23,157,0,0][A155,2908,0,0]","Itm_M3187_C8450_I1_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","CATEGORY","1","[A37,615,0,0,1]","pl_id_3187_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","1","[A155,2932,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","2","[A155,2932,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","3","[A155,2924,0,0][A23,154,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","4","[A155,2924,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","5","[A155,2924,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","6","[A23,154,0,0][A155,2901,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","7","[A23,154,0,0][A155,2901,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","8","[A23,154,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","9","[A23,157,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","10","[A23,154,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","11","[A23,154,0,0][A155,2908,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","12","[A23,154,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","TOP","13","[A23,157,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJB9460ABHDX","158288","APPLICATION","1","[A23,157,0,0][A155,2908,0,0]","Itm_M3187_C8450_I1_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","CATEGORY","1","[A37,615,0,0,1]","pl_id_3187_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","1","[A155,2932,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","2","[A155,2932,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","3","[A155,2924,0,0][A23,154,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","4","[A155,2924,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","5","[A155,2924,0,0][A23,157,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","6","[A23,154,0,0][A155,2901,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","7","[A23,154,0,0][A155,2901,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","8","[A23,154,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","9","[A23,157,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","10","[A23,154,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","11","[A23,154,0,0][A155,2908,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","12","[A23,154,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","TOP","13","[A23,157,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I1","GJA9460AJHDX","142151","APPLICATION","1","[A23,157,0,0][A155,2908,0,0]","Itm_M3187_C8450_I1_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","CATEGORY","1","[A37,615,0,0,1]","pl_id_3187_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","1","[A155,2932,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","2","[A155,2932,0,0][A23,157,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","3","[A155,2932,0,0][A23,157,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","4","[A155,2924,0,0][A23,154,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","5","[A155,2924,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","6","[A155,2924,0,0][A23,157,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","7","[A155,2924,0,0][A23,157,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","8","[A155,2924,0,0][A23,157,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","9","[A155,2924,0,0][A23,157,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","10","[A155,2924,0,0][A23,157,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","11","[A23,154,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","12","[A23,157,0,0][A155,2901,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","13","[A23,157,0,0][A155,2901,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","14","[A23,157,0,0][A155,2901,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","15","[A23,157,0,0][A155,2901,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","16","[A23,157,0,0][A155,2901,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","17","[A23,154,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","18","[A23,154,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","19","[A23,157,0,0][A155,2908,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","20","[A23,157,0,0][A155,2908,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","21","[A23,157,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","22","[A23,157,0,0][A155,2908,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","TOP","23","[A23,157,0,0][A155,2908,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BHSDC","139782","APPLICATION","1","[A155,2932,0,0][A23,154,0,0]","Itm_M3187_C8450_I2_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","CATEGORY","1","[A37,615,0,0,1]","pl_id_3187_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","1","[A155,2932,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","2","[A155,2932,0,0][A23,157,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","3","[A155,2932,0,0][A23,157,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","4","[A155,2924,0,0][A23,154,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","5","[A155,2924,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","6","[A155,2924,0,0][A23,157,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","7","[A155,2924,0,0][A23,157,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","8","[A155,2924,0,0][A23,157,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","9","[A155,2924,0,0][A23,157,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","10","[A155,2924,0,0][A23,157,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","11","[A23,154,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","12","[A23,157,0,0][A155,2901,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","13","[A23,157,0,0][A155,2901,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","14","[A23,157,0,0][A155,2901,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","15","[A23,157,0,0][A155,2901,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","16","[A23,157,0,0][A155,2901,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","17","[A23,154,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","18","[A23,154,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","19","[A23,157,0,0][A155,2908,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","20","[A23,157,0,0][A155,2908,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","21","[A23,157,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","22","[A23,157,0,0][A155,2908,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","TOP","23","[A23,157,0,0][A155,2908,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461BJSDC","142253","APPLICATION","1","[A155,2932,0,0][A23,154,0,0]","Itm_M3187_C8450_I2_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","CATEGORY","1","[A37,615,0,0,1]","pl_id_3187_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","1","[A155,2932,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","2","[A155,2932,0,0][A23,157,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","3","[A155,2932,0,0][A23,157,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","4","[A155,2924,0,0][A23,154,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","5","[A155,2924,0,0][A23,154,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","6","[A155,2924,0,0][A23,157,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","7","[A155,2924,0,0][A23,157,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","8","[A155,2924,0,0][A23,157,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","9","[A155,2924,0,0][A23,157,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","10","[A155,2924,0,0][A23,157,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","11","[A23,154,0,0][A155,2901,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","12","[A23,157,0,0][A155,2901,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","13","[A23,157,0,0][A155,2901,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","14","[A23,157,0,0][A155,2901,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","15","[A23,157,0,0][A155,2901,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","16","[A23,157,0,0][A155,2901,0,0][C,  028939,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","17","[A23,154,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","18","[A23,154,0,0][A155,2908,0,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","19","[A23,157,0,0][A155,2908,0,0][C,  003249,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","20","[A23,157,0,0][A155,2908,0,0][C,  003250,0,0][C,  018107,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","21","[A23,157,0,0][A155,2908,0,0][C,  018108,0,0][C,  024686,1,0]","tl_M3187_C8450_attributes.xml"
"M3187","C8450","I2","GJA9461AESDC","137250","TOP","22","[A23,157,0,0][A155,2908,0,0][C,  024687,0,0][C,  028938,1,0]","tl_M3187_C8450_attributes.xml"
